MAC_PREFIX,VENDOR_NAME
60:F4:45,Apple
60:F4:94,HonHaiPrecisionIndCo
60:F5:9C,CRU-Dataport
60:F6:73,TerumoCorporation
60:F6:77,IntelCorporate
60:F8:1D,Apple
60:FA:9D,HuaweiTechnologiesCo
60:FA:CD,Apple
60:FB:42,Apple
60:FD:56,WOORISYSTEMSCO
60:FE:1E,ChinaPalmsTelecom
60:FE:20,2Wire
60:FE:C5,Apple
60:FE:F9,Thomas&Betts
60:FF:DD,CEElectronics
64:00:2D,PowerlinqCoLTD
64:00:6A,Dell
64:00:F1,CiscoSystems
64:02:CB,ARRISGroup
64:03:7F,SamsungElectronicsCo
64:05:BE,NewLightLed
64:05:E4,AlpsalpineCo
64:05:E9,ShenzhenWayOSTechnologyCrop
64:07:F6,SamsungElectronicsCo
64:09:4C,BeijingSuperbeeWirelessTechnologyCo
64:09:80,XiaomiCommunicationsCo
64:09:AC,TCTmobileltd
64:0B:4A,DigitalTelecomTechnologyLimited
64:0B:D7,Apple
64:0D:22,LGElectronics(MobileCommunications)
64:0D:CE,ShenzhenMercuryCommunicationTechnologiesCo
64:0D:E6,PetraSystems
64:0E:94,PluribusNetworks
64:0F:28,2Wire
64:10:84,HEXIUMTechnicalDevelopmentCo
64:12:25,CiscoSystems
64:12:36,TechnicolorCHUSA
64:12:69,ARRISGroup
64:13:31,BoschCarMultimedia(Wuhu)Co
64:13:6C,ztecorporation
64:13:AB,HuaweiTechnologiesCo
64:16:66,NestLabs
64:16:8D,CiscoSystems
64:16:F0,HuaweiTechnologiesCo
64:17:59,IntellivisionHoldingsLLC
64:1A:22,HeliospectraAB
64:1C:67,DigibrasIndustriaDoBrasils/A
64:1C:AE,SamsungElectronicsCo
64:1C:B0,SamsungElectronicsCo
64:1E:81,DowslakeMicrosystems
64:20:0C,Apple
64:20:9F,TilginAB
64:20:E0,T3TechnologyCo
64:21:84,NipponDenkiKagakuCoLTD
64:22:16,ShandongTaixinElectronicco
64:23:15,HuaweiDeviceCo
64:24:00,Xorcom
64:25:5E,ObservintTechnologies
64:26:56,ShenzhenFanweitaiTechnologyServiceCo
64:27:37,HonHaiPrecisionIndCo
64:27:53,HuaweiDeviceCo
64:29:ED,AO"PKKMilandr"
64:2B:8A,ALLBESTIndustrialCo
64:2C:0F,vivoMobileCommunicationCo
64:2C:AC,HuaweiTechnologiesCo
64:2D:B7,SeungilElectronics
64:31:39,IEEERegistrationAuthority
64:31:39:00:00:00/28,ShenzhenEmeetIntelligentTechnologyCo
64:31:39:10:00:00/28,LivongoHealth
64:31:39:20:00:00/28,Smartplus
64:31:39:30:00:00/28,KoangyowIntegrationMachineCo
64:31:39:40:00:00/28,ActiveBrains
64:31:39:50:00:00/28,ShenzhenHe&eTechnologyCo
64:31:39:60:00:00/28,HunanVocAcousticsTechnologyCo
64:31:39:70:00:00/28,DongguanHuilielectroacousticIndustrialColtd
64:31:39:80:00:00/28,ShenzhenHuanyinElectronics
64:31:39:A0:00:00/28,ProductDevelopmentAssociates
64:31:39:C0:00:00/28,SHENZHENFUCHANGTECHNOLOGYCo
64:31:39:D0:00:00/28,ZhejiangMoorgenIntelligentTechnologyCo
64:31:39:E0:00:00/28,ATGUVTechnology
64:31:50,HewlettPackard
64:31:7E,DexinCorporation
64:32:A8,IntelCorporate
64:33:DB,TexasInstruments
64:34:09,BITwavePte
64:35:1C,e-CONSYSTEMSINDIAPVTLTD
64:3A:B1,SichuanTianyiComheartTelecomCoLTD
64:3A:EA,CiscoSystems
64:3E:8C,HuaweiTechnologiesCo
64:42:14,SwisscomEnergySolutionsAG
64:43:46,GuangDongQuickNetworkComputerCOLTD
64:47:E0,FeitianTechnologiesCo
64:4B:C3,ShanghaiWOASiSTelecommunicationsCo
64:4B:F0,CalDigit
64:4C:36,IntelCorporate
64:4D:70,dSPACEGmbH
64:4F:42,JETTERCO
64:4F:74,LENUSCo
64:4F:B0,Hyunjincom
64:50:D6,LiquidtoolSystems
64:51:06,HewlettPackard
64:51:7E,LongBen(Dongguan)ElectronicTechnologyCo
64:52:99,TheChamberlainGroup
64:53:5D,FrauscherSensortechnik
64:54:22,EquinoxPayments
64:55:63,Intelight
64:55:7F,NSFOCUSInformationTechnologyCo
64:55:B1,ARRISGroup
64:56:01,Tp-LinkTechnologiesCo
64:58:AD,ChinaMobileIOTCompanyLimited
64:59:F8,VodafoneOmnitelBV
64:5A:04,ChiconyElectronicsCo
64:5A:ED,Apple
64:5C:F3,ParanTek
64:5D:86,IntelCorporate
64:5D:92,SichuanTianyiComheartTelecomCoLTD
64:5D:D7,ShenzhenLifesenseMedicalElectronicsCo
64:5E:10,HuaweiTechnologiesCo
64:5E:2C,IRayTechnologyCo
64:5E:BE,Yahoo!JAPAN
64:5F:FF,NicoletNeuro
64:60:38,HirschmannAutomationandControlGmbH
64:62:23,CellientCo
64:62:66,IEEERegistrationAuthority
64:62:66:00:00:00/28,MiiViiDynamicsTechnologyCOLTD
64:62:66:10:00:00/28,Annapurnalabs
64:62:66:20:00:00/28,Protectli
64:62:66:30:00:00/28,FaceHeart
64:62:66:40:00:00/28,RedstoneSystems
64:62:66:50:00:00/28,BühlerAG
64:62:66:60:00:00/28,Pass&Seymourd/b/aLegrand
64:62:66:70:00:00/28,ShenzhenC&DElectronicsCo
64:62:66:80:00:00/28,LeontechLimited
64:62:66:90:00:00/28,ChunghwaSystemIntegrationCo
64:62:66:A0:00:00/28,SensoroCo
64:62:66:B0:00:00/28,SignalHound
64:62:66:C0:00:00/28,JiangsuAisidaElectronicCo
64:62:66:D0:00:00/28,KobolInnovationsPte
64:62:66:E0:00:00/28,ShenzhenJieShiLianIndustrialCoLTD
64:62:8A,evonGmbH
64:64:4A,BeijingXiaomiMobileSoftwareCo
64:64:9B,JuniperNetworks
64:65:C0,Nuvon
64:66:24,SagemcomBroadbandSAS
64:66:B3,Tp-LinkTechnologiesCo
64:67:07,BeijingOmnificTechnology
64:68:0C,ComtrendCorporation
64:69:4E,TexasInstruments
64:69:BC,HyteraCommunicationsColtd
64:6A:52,Avaya
64:6A:74,Auth-ServersLlc
64:6C:80,ChongqingFuguiElectronicsCo
64:6C:B2,SamsungElectronicsCo
64:6D:6C,HuaweiTechnologiesCo
64:6E:69,LiteonTechnologyCorporation
64:6E:6C,RadioDatacomLLC
64:6E:97,Tp-LinkTechnologiesCo
64:6E:E0,IntelCorporate
64:6E:EA,Iskrateldoo
64:70:02,Tp-LinkTechnologiesCo
64:70:33,Apple
64:72:D8,GooWiTechnologyCoLimited
64:73:66,ShenzhenSieraTechnology
64:73:E2,ArbiterSystems
64:74:F6,ShooterDetectionSystems
64:76:57,InnovativeSecurityDesigns
64:76:BA,Apple
64:77:7D,HitronTechnologies
64:77:91,SamsungElectronicsCo
64:79:24,HuaweiDeviceCo
64:79:A7,PhisonElectronicsCorp
64:79:F0,IntelCorporate
64:7B:CE,SamsungElectronicsCo
64:7B:D4,TexasInstruments
64:7C:34,UbeeInteractiveCoLimited
64:7D:81,YokotaIndustrialCo
64:7F:DA,TEKTELICCommunications
64:80:8B,VGControls
64:80:99,IntelCorporate
64:81:25,AlphatronMarineBV
64:87:88,JuniperNetworks
64:87:D7,ADBBroadbandItalia
64:88:FF,SichuanChanghongElectric
64:89:9A,LGElectronics(MobileCommunications)
64:89:F1,SamsungElectronicsCo
64:8D:9E,IVTElectronicCo
64:90:C1,BeijingXiaomiMobileSoftwareCo
64:95:6C,LGElectronics
64:97:14,eeroinc
64:98:29,IntegratedDeviceTechnology(Malaysia)SdnBhd
64:99:A0,AGElektronikAB
64:9A:08,ShenzhenSuperElectronTechnologyCoLTD
64:9A:12,P2MobileTechnologiesLimited
64:9A:BE,Apple
64:9B:24,VTechnologyCo
64:9C:81,Qualcomm
64:9C:8E,TexasInstruments
64:9D:99,FsCom
64:9E:F3,CiscoSystems
64:9F:F7,KoneOYj
64:A0:E7,CiscoSystems
64:A1:98,HuaweiDeviceCo
64:A2:00,XiaomiCommunicationsCo
64:A2:32,OOOSamlight
64:A2:8A,HuaweiDeviceCo
64:A2:F9,OnePlusTechnology(Shenzhen)Co
64:A3:41,Wonderlan(Beijing)TechnologyCo
64:A3:CB,Apple
64:A5:C3,Apple
64:A6:51,HuaweiTechnologiesCo
64:A6:8F,ZhongshanReadboyElectronicsCo
64:A7:69,HTCCorporation
64:A7:DD,Avaya
64:A8:37,JuniKoreaCo
64:A9:65,LinkflowCo
64:AE:0C,CiscoSystems
64:AE:88,PolytecGmbH
64:AE:F1,QingdaoHisenseElectronicsCo
64:B0:A6,Apple
64:B0:E8,HuaweiDeviceCo
64:B2:1D,ChengduPhycomTechCo
64:B3:10,SamsungElectronicsCo
64:B3:70,PowerCommSolutionsLLC
64:B4:73,XiaomiCommunicationsCo
64:B5:C6,NintendoCo
64:B6:23,CCSCareCommunicationSolutionsGmbH
64:B6:4A,ViVOtech
64:B8:53,SamsungElectronicsCo
64:B9:E8,Apple
64:BA:BD,SDJTechnologies
64:BC:0C,LGElectronics(MobileCommunications)
64:BC:11,CombiQAB
64:BC:58,IntelCorporate
64:C2:DE,LGElectronics(MobileCommunications)
64:C3:54,Avaya
64:C3:94,HuaweiTechnologiesCo
64:C3:D6,JuniperNetworks
64:C4:03,QuectelWirelessSolutionsCo
64:C5:AA,SouthAfricanBroadcastingCorporation
64:C6:67,Barnes&Noble
64:C6:AF,AXERRANetworks
64:C7:53,Apple
64:C9:01,INVENTECCorporation
64:C9:44,LARKTechnologies
64:CB:5D,SIA"TeleSet"
64:CB:9F,TecnoMobileLimited
64:CB:A3,Pointmobile
64:CC:22,ArcadyanCorporation
64:CC:2E,XiaomiCommunicationsCo
64:CE:6E,SierraWireless
64:CF:D9,TexasInstruments
64:D0:2D,NextGenerationIntegrationLimited(Ngi)
64:D1:54,Routerboardcom
64:D1:A3,SitecomEuropeBV
64:D2:41,Keith&KoepGmbH
64:D2:C4,Apple
64:D4:BD,AlpsalpineCo
64:D4:DA,IntelCorporate
64:D7:C0,HuaweiDeviceCo
64:D8:14,CiscoSystems
64:D9:12,Solidica
64:D9:54,TaicangT&WElectronics
64:D9:89,CiscoSystems
64:DA:A0,RobertBoschSmartHomeGmbH
64:DB:18,OpenPattern
64:DB:43,Motorola(Wuhan)MobilityTechnologiesCommunicationCo
64:DB:81,SyszoneCo
64:DB:8B,HangzhouHikvisionDigitalTechnologyCo
64:DB:A0,SelectComfort
64:DC:01,StaticSystemsGroupPLC
64:DC:DE,ZheJiangFuChunJiangInformationTechnologyCo
64:DD:E9,XiaomiCommunicationsCo
64:DE:1C,KingneticPte
64:DF:10,JingLueSemiconductor(SH)
64:E0:03,HuiZhouGaoshengdaTechnologyCoLTD
64:E0:AB,UnionmanTechnologyCo
64:E1:61,DEPCorp
64:E1:72,ShenzhenQihooIntelligentTechnologyCo
64:E5:99,EFMNetworks
64:E6:25,WoxuWirelessCo
64:E6:82,Apple
64:E7:D8,SamsungElectronicsCo
64:E8:4F,SerialwayCommunicationTechnologyCo
64:E8:81,ArubaaHewlettPackardEnterpriseCompany
64:E8:92,MorioDenkiCo
64:E8:E6,globalmoisturemanagementsystem
64:E9:50,CiscoSystems
64:EA:C5,SiboTechAutomationCo
64:EB:8C,SeikoEpsonCorporation
64:ED:57,ARRISGroup
64:ED:62,WOORISYSTEMSCo
64:EE:B7,NetcoreTechnology
64:F2:42,GerdesAktiengesellschaft
64:F2:FB,HangzhouEzvizSoftwareCo
64:F5:0E,KinionTechnologyCompanyLimited
64:F5:4E,EMMicroelectronic
64:F6:9D,CiscoSystems
64:F6:BB,FibocomWireless
64:F6:F7,AnhuiDynamicPowerCo
64:F8:1C,HuaweiTechnologiesCo
64:F8:8A,ChinaMobileIOTCompanyLimited
64:F9:47,SenscommSemiconductorCo
64:F9:70,KenadeElectronicsTechnologyCoLTD
64:F9:87,Avvasi
64:F9:C0,AnalogDevices
64:FB:50,RoomReady/Zdi
64:FB:81,IEEERegistrationAuthority
64:FB:81:00:00:00/28,ShanghaiSimcomLimited
64:FB:81:10:00:00/28,NarrativeAB
64:FB:81:20:00:00/28,SevenSolutionsSL
64:FB:81:30:00:00/28,MOBILUS
64:FB:81:40:00:00/28,PricerAB
64:FB:81:50:00:00/28,KaySchulze&KarstenPohleGbR
64:FB:81:60:00:00/28,XIMOCommunicationTechnologyCo
64:FB:81:70:00:00/28,SecurosysSA
64:FB:81:80:00:00/28,NPGTechnologySA
64:FB:81:90:00:00/28,hiQviewCorporation
64:FB:81:A0:00:00/28,BronkhorstHigh-TechBV
64:FB:81:B0:00:00/28,SichuanHaigeActecCommunicationTechnologyCo
64:FB:81:C0:00:00/28,BridgeportInstrumentsLLC
64:FB:81:D0:00:00/28,Dongyangunitechcoltd
64:FB:81:E0:00:00/28,ChengDuKeChuangLongXinSci-techCo
64:FB:92,PPCBroadband
64:FC:8C,ZonarSystems
64:FF:0A,WistronNewebCorporation
68:02:35,KontenNetworks
68:02:B8,CompalBroadbandNetworks
68:05:71,SamsungElectronicsCo
68:05:CA,IntelCorporate
68:07:0A,TPVisionEuropeBV
68:07:15,IntelCorporate
68:09:27,Apple
68:0A:D7,YanchengKechengOptoelectronicTechnologyCo
68:0A:E2,SiliconLaboratories
68:12:2D,SpecialInstrumentDevelopmentCo
68:12:95,LupineLightingSystemsGmbH
68:13:24,HuaweiDeviceCo
68:14:01,HonHaiPrecisionIndCo
68:15:90,SagemcomBroadbandSAS
68:15:D3,ZakladyElektronikiiMechanikiPrecyzyjnejR&GSA
68:16:05,SystemsAndElectronicDevelopmentFZCO
68:17:29,IntelCorporate
68:19:3F,DigitalAirways
68:19:AC,GuangzhouXianyouIntelligentTechnogolyCOLTD
68:1A:B2,ztecorporation
68:1B:EF,HuaweiTechnologiesCo
68:1C:A2,Rosewill
68:1D:64,SunwaveCommunicationsCo
68:1D:EF,ShenzhenCYXTechnologyCo
68:1E:8B,InfoSightCorporation
68:1F:40,BluWirelessTechnology
68:1F:D8,SiemensIndustry
68:21:5F,EdgecoreNetworksCorporation
68:23:4B,NihonDengyoKousaku
68:26:2A,SichuanTianyiComheartTelecomCoLTD
68:27:19,MicrochipTechnology
68:27:37,SamsungElectronicsCo
68:28:F6,VubiqNetworks
68:29:DC,FicosaElectronicsSLU
68:2C:7B,CiscoSystems
68:2D:83,ShenzhenDingheCommunicationCompany
68:2D:DC,WuhanChangjiangElectro-CommunicationEquipmentCOLTD
68:2F:67,Apple
68:31:FE,TeladinCo
68:33:2C,KenstelNetworksLimited
68:34:89,LEAProfessional
68:35:63,ShenzhenLiownElectronicsCo
68:36:B5,DriveScale
68:37:E9,AmazonTechnologies
68:3A:1E,CiscoMeraki
68:3A:48,SAMJINCo
68:3B:1E,CountwiseLTD
68:3B:78,CiscoSystems
68:3C:7D,MagicIntelligenceTechnologyLimited
68:3E:02,SIEMENSAGDigitalFactoryMotionControlSystem
68:3E:26,IntelCorporate
68:3E:34,MEIZUTechnologyCo
68:3F:1E,EFFECTPhotonicsBV
68:3F:7D,IngramMicroServices
68:43:52,BhuuLimited
68:43:D7,AgilecomPhotonicsSolutionsGuangdongLimited
68:45:71,HuaweiDeviceCo
68:45:F1,ToshibaClientSolutionsCo
68:47:49,TexasInstruments
68:48:98,SamsungElectronicsCo
68:49:B2,CarloGavazzi
68:4A:76,eeroinc
68:4A:AE,HuaweiTechnologiesCo
68:4B:88,GaltronicsTelemetry
68:4C:A8,ShenzhenHerotelTechCo
68:4F:64,Dell
68:51:B7,PowerCloudSystems
68:52:D6,UGameTechnologyCo
68:53:6C,SPnSCo
68:53:88,P&STechnology
68:54:5A,IntelCorporate
68:54:C1,ColorTokens
68:54:ED,Alcatel-Lucent
68:54:F5,enLighted
68:54:FD,AmazonTechnologies
68:57:2D,TuyaSmart
68:58:C5,ZFTRWAutomotive
68:59:7F,AlcatelLucent
68:5A:CF,SamsungElectronicsCo
68:5B:35,Apple
68:5B:36,PowertechIndustrialCo
68:5D:43,IntelCorporate
68:5E:6B,PowerRayCo
68:63:50,HellaIndiaAutomotivePvt
68:63:59,AdvancedDigitalBroadcastSA
68:64:4B,Apple
68:69:2E,ZycooCo
68:69:75,AnglerLabs
68:69:CA,Hitachi
68:69:F2,ComApsro
68:6D:BC,HangzhouHikvisionDigitalTechnologyCo
68:6E:23,Wi3
68:6E:48,ProphetElectronicTechnologyCorp
68:72:51,UbiquitiNetworks
68:72:C3,SamsungElectronicsCo
68:72:DC,CETORYTVCompanyLimited
68:76:27,ZhuhaiDingzhiElectronicTechnologyCo
68:76:4F,SonyCorporation
68:78:48,WestunitisCo
68:78:4C,NortelNetworks
68:79:12,IEEERegistrationAuthority
68:79:12:00:00:00/28,PCTEL
68:79:12:10:00:00/28,Annapurnalabs
68:79:12:20:00:00/28,CndiCo
68:79:12:30:00:00/28,StephanElectronicsSARL
68:79:12:40:00:00/28,McDonald'sCorporation
68:79:12:50:00:00/28,CopperLabs
68:79:12:60:00:00/28,AppotronicsCo
68:79:12:70:00:00/28,BabbitandFriendsSIA
68:79:12:80:00:00/28,ShangHaiAigentooInformationTechnologyCo
68:79:12:90:00:00/28,LEAPSsro
68:79:12:A0:00:00/28,WingtechMobileCommunicationsCo
68:79:12:B0:00:00/28,SwisscomBroadcast
68:79:12:C0:00:00/28,GlobusInfocomLimited
68:79:12:E0:00:00/28,AmetekSolidstateControls
68:79:24,ELS-GmbH&CoKG
68:79:ED,SHARPCorporation
68:7C:C8,MeasurementSystemsSdeRL
68:7C:D5,YSoftCorporationas
68:7D:6B,SamsungElectronicsCo
68:7D:B4,CiscoSystems
68:7F:74,Cisco-LinksysLLC
68:81:E0,HuaweiTechnologiesCo
68:82:F2,grandcentrixGmbH
68:83:1A,PandoraMobilityCorporation
68:84:70,eSSysCo
68:84:7E,FujitsuLimited
68:85:40,IGIMobile
68:85:6A,OuterLinkCorporation
68:86:A7,CiscoSystems
68:86:E7,Orbotix
68:87:6B,INQMobileLimited
68:88:A1,UniversalElectronics
68:89:C1,HuaweiTechnologiesCo
68:8A:B5,EDPServicos
68:8A:F0,ztecorporation
68:8B:0F,ChinaMobileIOTCompanyLimited
68:8D:B6,Aetek
68:8F:2E,HitronTechnologies
68:8F:84,HuaweiTechnologiesCo
68:8F:C9,Zhuolian(Shenzhen)CommunicationCo
68:91:D0,IEEERegistrationAuthority
68:91:D0:00:00:00/28,CentralRailwayManufacturing
68:91:D0:10:00:00/28,MultiAlarmZrt
68:91:D0:20:00:00/28,ShenzhenNeaTechIntelligenceTechnologyCo
68:91:D0:30:00:00/28,AmbitioLLC
68:91:D0:40:00:00/28,G-TECHInstruments
68:91:D0:50:00:00/28,NIPKElectronCo
68:91:D0:70:00:00/28,OmniimpexGmbH
68:91:D0:80:00:00/28,solvimusGmbH
68:91:D0:B0:00:00/28,AltisTechnology
68:91:D0:C0:00:00/28,SprayingSystemsCo
68:91:D0:D0:00:00/28,Fuzhoux-speedinformationtechnologyCo
68:91:D0:E0:00:00/28,OutstandingTechnologyCo
68:92:34,RuckusWireless
68:93:20,NewH3CTechnologiesCo
68:93:61,IntegratedDeviceTechnology(Malaysia)SdnBhd
68:94:23,HonHaiPrecisionIndCo
68:96:7B,Apple
68:97:4B,ShenzhenCostarElectronicsCo
68:97:E8,SocietyofMotionPicture&amp;TelevisionEngineers
68:98:61,Beacon
68:99:CD,CiscoSystems
68:9A:87,AmazonTechnologies
68:9A:B7,AtelierVisionCorporation
68:9C:5E,AcSiPTechnologyCorp
68:9C:70,Apple
68:9C:E2,CiscoSystems
68:9E:0B,CiscoSystems
68:9E:19,TexasInstruments
68:9E:6A,HuaweiDeviceCo
68:9F:F0,ztecorporation
68:A0:3E,HuaweiTechnologiesCo
68:A0:F6,HuaweiTechnologiesCo
68:A1:B7,HonghaoMingchuanTechnology(Beijing)CO
68:A3:78,FreeboxSas
68:A3:C4,LiteonTechnologyCorporation
68:A4:0E,BSHHausgeräteGmbH
68:A4:7D,SunCupidTechnology(HK)LTD
68:A6:82,ShenzhenYOUHUATechnologyCo
68:A8:28,HuaweiTechnologiesCo
68:A8:6D,Apple
68:A8:E1,WacomCo
68:AA:D2,Datecs
68:AB:1E,Apple
68:AB:8A,RFIDeas
68:AB:BC,BeijingXiaomiMobileSoftwareCo
68:AE:20,Apple
68:AF:13,FuturaMobility
68:AF:FF,ShanghaiCambriconInformationTechnologyCo
68:B0:94,InesaElectronCo
68:B3:5E,ShenzhenNeostraTechnologyCo
68:B4:3A,WaterFurnaceInternational
68:B5:99,HewlettPackard
68:B6:FC,HitronTechnologies
68:B8:D9,ActKDE
68:B9:83,b-plusGmbH
68:B9:D3,ShenzhenTrolinkTechnologyCOLTD
68:BC:0C,CiscoSystems
68:BD:AB,CiscoSystems
68:BF:C4,SamsungElectronicsCo
68:C4:4D,MotorolaMobilityLLCaLenovoCompany
68:C6:3A,Espressif
68:C9:0B,TexasInstruments
68:CA:00,OctopusSystemsLimited
68:CA:E4,CiscoSystems
68:CC:6E,HuaweiTechnologiesCo
68:CC:9C,MineSiteTechnologies
68:CD:0F,UTekCompanyLimited
68:CE:4E,L-3CommunicationsInfraredProducts
68:D1:BA,ShenzhenYOUHUATechnologyCo
68:D1:FD,ShenzhenTrimaxTechnologyCo
68:D2:47,PortalisLC
68:D4:82,ShenzhenGongjinElectronicsCoLt
68:D4:8B,HailoTechnologies
68:D6:ED,GooWiWirelessTechnologyCoLimited
68:D7:9A,UbiquitiNetworks
68:D9:25,ProSysDevelopmentServices
68:D9:3C,Apple
68:DB:54,Phicomm(Shanghai)Co
68:DB:67,NantongCoshipElectronicsCo
68:DB:96,OPWILLTechnologiesCOLTD
68:DB:CA,Apple
68:DB:F5,AmazonTechnologies
68:DC:E8,PacketStormCommunications
68:DD:26,ShanghaiFocusVisionSecurityTechnologyCo
68:DD:D9,HMDGlobalOy
68:DF:DD,XiaomiCommunicationsCo
68:E2:09,HuaweiTechnologiesCo
68:E4:1F,UnglaubeIdentechGmbH
68:E7:C2,SamsungElectronicsCo
68:E8:EB,LinktelTechnologiesCo
68:EB:AE,SamsungElectronicsCo
68:EB:C5,AngstremTelecom
68:EC:62,YODOTechnologyCorp
68:EC:C5,IntelCorporate
68:ED:43,BlackBerryRTS
68:ED:A4,ShenzhenSeavoTechnologyCo
68:EE:96,CiscoSPVTG
68:EF:43,Apple
68:EF:BD,CiscoSystems
68:F0:6D,AlongIndustrialCoLimited
68:F0:BC,ShenzhenLiWiFiTechnologyCo
68:F1:25,DataControls
68:F3:8E,JuniperNetworks
68:F7:28,LCFC(HeFei)ElectronicsTechnologycoltd
68:F8:95,RedflowLimited
68:F9:56,ObjetivosyServiciodeValorAñadido
68:FB:7E,Apple
68:FB:95,GeneralplusTechnology
68:FC:B3,NextLevelSecuritySystems
68:FE:DA,FiberhomeTelecommunicationTechnologiesCoLTD
68:FE:F7,Apple
68:FF:7B,Tp-LinkTechnologiesCo
6A:0E:20,GeoFrenzy
6A:1F:6C,iPass
6A:40:65,OpenConnectivityFoundation
6A:5C:35,Secrétariatgénéraldeladéfenseetdelasécuriténationale
6A:73:7D,25GEthernetConsortium
6A:9D:A4,GlobalReachTechnology
6A:B6:F2,EliTechnology
6A:E6:4A,S&OElectronics(Malaysia)SdnBhd
6A:E7:32,UNIS-WDCStorageCo
6C:00:6B,SamsungElectronicsCo
6C:02:73,ShenzhenJinYunVideoEquipmentCo
6C:02:E0,HP
6C:03:09,CiscoSystems
6C:04:60,RBHAccessTechnologies
6C:05:D5,Ethertronics
6C:06:D6,HuaweiDeviceCo
6C:09:0A,GematicaSrl
6C:09:BF,FiberhomeTelecommunicationTechnologiesCoLTD
6C:09:D6,DigiquestElectronicsLTD
6C:0B:84,UniversalGlobalScientificIndustrialCo
6C:0D:C4,BeijingXiaomiElectronicsCo
6C:0D:E1,DongguanCannicePrecisionManufacturingCo
6C:0E:0D,SonyCorporation
6C:0E:E6,ChengduXiyidaElectronicTechnologyCo
6C:0F:6A,JDCTechCo
6C:10:8B,WeLinkCommunications
6C:13:D5,CiscoSystems
6C:14:14,BUJEONELECTRONICSCo
6C:14:6E,HuaweiTechnologiesCo
6C:14:F7,Erhardt+LeimerGmbH
6C:15:F9,NautronixLimited
6C:16:0E,ShotTracker
6C:16:32,HuaweiTechnologiesCo
6C:18:11,DecaturElectronics
6C:19:8F,D-LinkInternational
6C:19:C0,Apple
6C:1A:75,HuaweiDeviceCo
6C:1B:3F,MiraeSignalCo
6C:1C:71,ZhejiangDahuaTechnologyCo
6C:1D:EB,u-bloxAG
6C:1E:70,GuangzhouYBDSITCo
6C:1E:90,HansolTechnicsCo
6C:1E:D7,vivoMobileCommunicationCo
6C:20:56,CiscoSystems
6C:21:A2,AMPAKTechnology
6C:22:AB,AinsworthGameTechnology
6C:23:B9,SonyCorporation
6C:23:CB,WatttyCorporation
6C:24:83,MicrosoftMobileOy
6C:24:A6,vivoMobileCommunicationCo
6C:25:B9,BbkEducationalElectronicsCorp
6C:26:36,HuaweiTechnologiesCo
6C:27:79,MicrosoftMobileOy
6C:29:90,WiZConnectedLightingCompanyLimited
6C:29:95,IntelCorporate
6C:2A:CB,PaxtonAccess
6C:2B:59,Dell
6C:2C:06,OOONPPSystemotechnika-NN
6C:2C:DC,SkyworthDigitalTechnology(Shenzhen)Co
6C:2D:24,ZhenShiInformationTechnology(Shanghai)Co
6C:2E:33,AccelinkTechnologiesCo
6C:2E:72,B&BExportingLimited
6C:2E:85,SagemcomBroadbandSAS
6C:2F:2C,SamsungElectronicsCo
6C:2F:8A,SamsungElectronicsCo
6C:31:0E,CiscoSystems
6C:32:DE,IndieonTechnologiesPvt
6C:33:A9,MagicjackLP
6C:34:91,HuaweiTechnologiesCo
6C:38:38,MarkingSystemTechnologyCo
6C:38:45,FiberhomeTelecommunicationTechnologiesCoLTD
6C:38:A1,UbeeInteractiveCoLimited
6C:39:1D,BeijingZhongHuaHunNetworkInformationcenter
6C:3A:84,ShenzhenAero-StartechCo
6C:3B:6B,Routerboardcom
6C:3B:E5,HewlettPackard
6C:3C:53,SoundHawkCorp
6C:3E:6D,Apple
6C:3E:9C,KEKnestelElektronikGmbH
6C:40:08,Apple
6C:40:C6,NimbusData
6C:41:0E,CiscoSystems
6C:41:6A,CiscoSystems
6C:42:AB,SubscriberNetworks
6C:43:3C,TecnoMobileLimited
6C:44:2A,HuaweiTechnologiesCo
6C:45:98,AntexElectronicCorp
6C:47:60,SunitecEnterpriseCo
6C:49:C1,o2onesCo
6C:4A:74,AerodiskLlc
6C:4A:85,Apple
6C:4B:7F,Vossloh-SchwabeDeutschlandGmbH
6C:4D:51,ShenzhenCeresTechnologyCo
6C:4D:73,Apple
6C:4E:86,ThirdMillenniumSystems
6C:50:4D,CiscoSystems
6C:54:CD,LampexElectronicsLimited
6C:55:E8,TechnicolorCHUSA
6C:56:40,BLUProducts
6C:56:97,AmazonTechnologies
6C:57:79,Aclima
6C:59:40,MercuryCommunicationTechnologiesCo
6C:59:76,ShanghaiTricheerTechnologyCo
6C:5A:34,ShenzhenHaitianxiongElectronicCo
6C:5A:B0,TP-LinkCorporationLimited
6C:5A:B5,TCLTechnolyElectronics(Huizhou)Co
6C:5C:14,GuangdongOppoMobileTelecommunicationsCorp
6C:5C:3D,IEEERegistrationAuthority
6C:5C:3D:00:00:00/28,ShenZhenHugsunTechnologyCo
6C:5C:3D:10:00:00/28,ShenzhenJustekTechnologyCo
6C:5C:3D:20:00:00/28,VertivIndustrialSystems
6C:5C:3D:30:00:00/28,KwongMingElectricalManufactoryLimited
6C:5C:3D:40:00:00/28,HTICoLTD
6C:5C:3D:50:00:00/28,UnitelEngineering
6C:5C:3D:60:00:00/28,HangzhouNeteaseYanxuanTradingCo
6C:5C:3D:70:00:00/28,SoundkingElectronics&SoundCo
