MAC_PREFIX,VENDOR_NAME
00:03:6C,CiscoSystems
00:03:6D,Runtop
00:03:6E,NiconSystems(Pty)Limited
00:03:6F,TelseySPA
00:03:70,NXTV
00:03:71,AcomzNetworksCorp
00:03:73,AselsanAS
00:03:74,ControlMicrosystems
00:03:75,NetMedia
00:03:76,GraphtecTechnology
00:03:77,GigabitWireless
00:03:78,HUMAXCo
00:03:79,ProscendCommunications
00:03:7A,TaiyoYudenCo
00:03:7B,IDECIZUMICorporation
00:03:7C,CoaxMedia
00:03:7E,PORTechCommunications
00:03:7F,AtherosCommunications
00:03:80,SSHCommunicationsSecurityCorp
00:03:81,IngenicoInternational
00:03:82,A-OneCo
00:03:83,MeteraNetworks
00:03:85,ActelisNetworks
00:03:86,HoNet
00:03:87,BlazeNetworkProducts
00:03:88,FastfameTechnologyCo
00:03:89,Plantronics
00:03:8A,AmericaOnline
00:03:8B,PLUS-ONEI&T
00:03:8C,TotalImpact
00:03:8D,PCSRevenueControlSystems
00:03:8E,AtogaSystems
00:03:8F,WeinschelCorporation
00:03:90,DigitalVideoCommunications
00:03:91,AdvancedDigitalBroadcast
00:03:92,HyundaiTeletekCo
00:03:93,Apple
00:03:94,ConnectOne
00:03:95,CaliforniaAmplifier
00:03:96,EZCastCo
00:03:97,FireBrickLimited
00:03:99,DongjuInformations&CommunicationsCo
00:03:9A,SiConnect
00:03:9B,NetChipTechnology
00:03:9C,OptiMightCommunications
00:03:9D,QisdaCorporation
00:03:9E,TeraSystemCo
00:03:9F,CiscoSystems
00:03:A0,CiscoSystems
00:03:A1,HIPERInformation&Communication
00:03:A2,CatapultCommunications
00:03:A3,MAVIX
00:03:A4,ImationCorp
00:03:A5,MedeaCorporation
00:03:A6,TraxitTechnology
00:03:A7,UnixtarTechnology
00:03:A8,IDOTComputers
00:03:A9,AXCENTMediaAG
00:03:AB,BridgeInformationSystems
00:03:AC,FroniusSchweissmaschinen
00:03:AD,EmersonEnergySystemsAB
00:03:AE,AlliedAdvancedManufacturingPte
00:03:AF,ParageaCommunications
00:03:B0,XsenseTechnologyCorp
00:03:B1,Hospira
00:03:B3,IALinkSystemsCo
00:03:B4,MacrotekInternationalCorp
00:03:B5,EntraTechnologyCo
00:03:B6,QSICorporation
00:03:B7,ZACCESSSystems
00:03:B8,NetKitSolutionsLLC
00:03:B9,HualongTelecomCo
00:03:BA,OracleCorporation
00:03:BB,SignalCommunicationsLimited
00:03:BC,COTGmbH
00:03:BD,OmniClusterTechnologies
00:03:BF,CenterpointBroadbandTechnologies
00:03:C0,RFTNCCo
00:03:C1,PacketDynamics
00:03:C2,SolphoneKK
00:03:C3,MicronikMultimedia
00:03:C4,TomraSystemsASA
00:03:C5,MobotixAG
00:03:C6,ICUESystems
00:03:C7,hopfElektronikGmbH
00:03:C8,CMLEmergencyServices
00:03:C9,TECOMCo
00:03:CA,MTSSystemsCorp
00:03:CB,SystemGearCo
00:03:CC,MomentumComputer
00:03:CD,Clovertech
00:03:CE,ETENTechnologies
00:03:CF,Muxcom
00:03:D0,KOANKEISOCo
00:03:D1,TakayaCorporation
00:03:D2,CrossbeamSystems
00:03:D3,InternetEnergySystems
00:03:D4,Alloptic
00:03:D5,AdvancedCommunicationsCo
00:03:D6,RADVision
00:03:D7,NextNetWireless
00:03:D8,iMPathNetworks
00:03:D9,SecheronSA
00:03:DA,TakamisawaCyberneticsCo
00:03:DB,ApogeeElectronicsCorp
00:03:DC,LexarMedia
00:03:DD,ComarkInteractiveSolutions
00:03:DE,OTCWireless
00:03:DF,DesanaSystems
00:03:E0,ARRISGroup
00:03:E1,WinmateCommunication
00:03:E2,ComspaceCorporation
00:03:E3,CiscoSystems
00:03:E4,CiscoSystems
00:03:E5,HermstedtSG
00:03:E6,Entone
00:03:E7,LogostekCo
00:03:E8,WavesightLimited
00:03:E9,AkaraCanada
00:03:EA,MegaSystemTechnologies
00:03:EC,ICGResearch
00:03:ED,ShinkawaElectricCo
00:03:EE,MKNetCorporation
00:03:EF,OnelineAG
00:03:F0,RedfernBroadbandNetworks
00:03:F1,CicadaSemiconductor
00:03:F2,SenecaNetworks
00:03:F3,DazzleMultimedia
00:03:F4,NetBurner
00:03:F5,Chip2Chip
00:03:F6,AllegroNetworks
00:03:F7,Plast-ControlGmbH
00:03:F8,SanCastleTechnologies
00:03:F9,PleiadesCommunications
00:03:FA,TiMetraNetworks
00:03:FB,ENEGATECo
00:03:FC,IntertexDataAB
00:03:FD,CiscoSystems
00:03:FE,CiscoSystems
00:03:FF,MicrosoftCorporation
00:04:00,Lexmark(PrintServer)
00:04:01,OsakiElectricCo
00:04:02,NexsanTechnologies
00:04:03,NexsiCorporation
00:04:04,MakinoMillingMachineCo
00:04:05,ACNTechnologies
00:04:06,FaMetaboxAG
00:04:07,TopconPositioningSystems
00:04:08,SankoElectronicsCo
00:04:09,CratosNetworks
00:04:0A,SageSystems
00:04:0B,3ComEurope
00:04:0C,KannoWorks
00:04:0D,Avaya
00:04:0E,AVMGmbH
00:04:0F,AsusNetworkTechnologies
00:04:10,SpinnakerNetworks
00:04:11,InkraNetworks
00:04:12,WaveSmithNetworks
00:04:13,snomtechnologyGmbH
00:04:14,UmezawaMusenDenkiCo
00:04:15,RastemeSystemsCo
00:04:16,ParksS/AComunicacoesDigitais
00:04:17,ElauAg
00:04:18,TeltronicSAU
00:04:19,FibercycleNetworks
00:04:1A,InesTestandMeasurementGmbH&CoKG
00:04:1B,Bridgeworks
00:04:1C,ipDialog
00:04:1D,CoregaofAmerica
00:04:1E,ShikokuInstrumentationCo
00:04:1F,SonyInteractiveEntertainment
00:04:20,SlimDevices
00:04:21,OcularNetworks
00:04:22,StudioTechnologies
00:04:23,IntelCorporation
00:04:24,TMCsrl
00:04:25,AtmelCorporation
00:04:27,CiscoSystems
00:04:28,CiscoSystems
00:04:29,PixordCorporation
00:04:2A,WirelessNetworks
00:04:2B,ITAccessCo
00:04:2C,Minet
00:04:2D,SarianSystems
00:04:2E,NetousTechnologies
00:04:2F,InternationalCommunicationsProducts
00:04:31,GlobalStreams
00:04:32,VoyetraTurtleBeach
00:04:33,CyberboardA/S
00:04:34,AccelentSystems
00:04:35,InfiNetLLC
00:04:36,ELANsatTechnologies
00:04:37,PowinInformationTechnology
00:04:38,NortelNetworks
00:04:39,RoscoEntertainmentTechnology
00:04:3A,IntelligentTelecommunications
00:04:3B,LavaComputerMfg
00:04:3C,SONOSCo
00:04:3D,IndelAg
00:04:3E,Telencomm
00:04:3F,ESTeemWirelessModems
00:04:40,cyberPIXIE
00:04:41,HalfDomeSystems
00:04:43,AgilentTechnologies
00:04:44,WesternMultiplexCorporation
00:04:45,LMSSkalarInstrumentsGmbH
00:04:46,CYZENTECHCo
00:04:47,AcrowaveSystemsCo
00:04:48,PolaroidCorporation
00:04:49,MapletreeNetworks
00:04:4A,iPolicyNetworks
00:04:4D,CiscoSystems
00:04:4E,CiscoSystems
00:04:4F,SchubertSystemElektronikGmbh
00:04:50,DMDComputersSRL
00:04:51,Medrad
00:04:52,RocketLogix
00:04:53,YottaYotta
00:04:54,QuadrigaUK
00:04:55,ANTARAnet
00:04:56,CambiumNetworksLimited
00:04:57,UniversalAccessTechnology
00:04:58,FusionXCo
00:04:59,VeristarCorporation
00:04:5A,TheLinksysGroup
00:04:5B,TechsanElectronicsCo
00:04:5C,MobiwavePte
00:04:5D,BEKAElektronik
00:04:5E,PolyTraxInformationTechnologyAG
00:04:5F,AvalueTechnology
00:04:60,KnilinkTechnology
00:04:61,EPOXComputerCo
00:04:62,DAKOSData&CommunicationCo
00:04:63,BoschSecuritySystems
00:04:64,Pulse-Link
00:04:65,istisdn-supporttechnikGmbH
00:04:66,ARMITELCo
00:04:67,WuhanResearchInstituteofMII
00:04:68,Vivity
00:04:69,Innocom
00:04:6A,NaviniNetworks
00:04:6B,PalmWireless
00:04:6C,CyberTechnologyCo
00:04:6D,CiscoSystems
00:04:6E,CiscoSystems
00:04:6F,DigitelS/AIndustriaEletronica
00:04:70,ipUnpluggedAB
00:04:72,Telelynx
00:04:73,PhotonexCorporation
00:04:77,ScalantSystems
00:04:78,GStarTechnologyCorporation
00:04:79,RadiusCo
00:04:7A,AxxessitAsa
00:04:7B,Schlumberger
00:04:7C,SkidataAG
00:04:7D,MotorolaSolutions
00:04:7E,SiquraBV
00:04:7F,ChrMayrGmbH&CoKG
00:04:80,BrocadeCommunicationsSystemsLLC
00:04:81,EconoliteControlProducts
00:04:82,MedialogicCorp
00:04:83,DeltronTechnology
00:04:84,AmannGmbH
00:04:85,PicoLight
00:04:86,ITTCUniversityofKansas
00:04:87,CogencySemiconductor
00:04:88,EurothermControls
00:04:89,YAFONetworks
00:04:8A,TemiaVertriebsGmbH
00:04:8B,PosconCorporation
00:04:8C,NaynaNetworks
00:04:8D,TeoTechnologies
00:04:8E,OhmTechLabs
00:04:8F,TDSystemsCorporation
00:04:90,OpticalAccess
00:04:91,Technovision
00:04:92,HiveInternet
00:04:93,TsinghuaUnisplendourCo
00:04:94,Breezecom
00:04:95,TejasNetworksIndiaLimited
00:04:96,ExtremeNetworks
00:04:97,MacroSystemDigitalVideoAG
00:04:98,MahiNetworks
00:04:99,ChinoCorporation
00:04:9A,CiscoSystems
00:04:9B,CiscoSystems
00:04:9C,SurgientNetworks
00:04:9D,IpanemaTechnologies
00:04:9E,WirelinkCo
00:04:9F,FreescaleSemiconductor
00:04:A0,VerityInstruments
00:04:A1,PathwayConnectivity
00:04:A2,LSIJapanCo
00:04:A3,MicrochipTechnology
00:04:A4,NetEnabled
00:04:A5,BarcoProjectionSystemsNV
00:04:A6,SAFTehnika
00:04:A7,FabiaTechCorporation
00:04:A8,BroadmaxTechnologies
00:04:A9,SandStreamTechnologies
00:04:AA,JetstreamCommunications
00:04:AB,Mavenir
00:04:AC,IBM#PCMCIAEthernetadapter
00:04:AD,MalibuNetworks
00:04:AE,SullairCorporation
00:04:AF,DigitalFountain
00:04:B0,ELESIGNCo
00:04:B1,SignalTechnology
00:04:B2,EssegiSrl
00:04:B3,Videotek
00:04:B5,EquitracCorporation
00:04:B6,StratexNetworks
00:04:B7,AMBitHolding
00:04:B8,KumahiraCo
00:04:B9,SISoubou
00:04:BA,KDDMediaWillCorporation
00:04:BB,BardacCorporation
00:04:BC,Giantec
00:04:BD,ARRISGroup
00:04:BE,OptXCon
00:04:BF,VersaLogicCorp
00:04:C0,CiscoSystems
00:04:C1,CiscoSystems
00:04:C2,Magnipix
00:04:C3,CASTORInformatique
00:04:C4,AudiotonixGroupLimited
00:04:C5,ASETechnologiesUSA
00:04:C6,YamahaMotorCo
00:04:C8,LIBAMaschinenfabrikGmbH
00:04:C9,MicroElectronCo
00:04:CA,FreeMsCorp
00:04:CB,TdsoftCommunication
00:04:CC,PeekTrafficBV
00:04:CD,ExtenwaySolutions
00:04:CE,PatriaAilon
00:04:CF,SeagateTechnology
00:04:D0,Softlinksro
00:04:D1,DrewTechnologies
00:04:D2,AdconTelemetryGmbH
00:04:D3,ToyokeikiCo
00:04:D4,ProviewElectronicsCo
00:04:D5,HitachiInformation&CommunicationEngineering
00:04:D6,TakagiIndustrialCo
00:04:D7,OmitecInstrumentation
00:04:D8,IPWireless
00:04:D9,TitanElectronics
00:04:DA,RelaxTechnology
00:04:DB,TellusGroupCorp
00:04:DC,NortelNetworks
00:04:DD,CiscoSystems
00:04:DE,CiscoSystems
00:04:DF,TeracomTelematicaSA
00:04:E0,ProcketNetworks
00:04:E1,InfiniorMicrosystems
00:04:E2,SMCNetworks
00:04:E3,AcctonTechnologyCorp
00:04:E4,DaeryungInd
00:04:E5,GlonetSystems
00:04:E6,BanyanNetworkPrivateLimited
00:04:E7,LightpointeCommunications
00:04:E8,IER
00:04:E9,InfiniswitchCorporation
00:04:EA,HewlettPackard
00:04:EB,PaxonetCommunications
00:04:EC,MemoboxSA
00:04:ED,BillionElectricCo
00:04:EE,LincolnElectricCompany
00:04:EF,PolestarCorp
00:04:F0,InternationalComputers
00:04:F3,FSFORTH-SYSTEMEGmbH
00:04:F4,InfiniteElectronics
00:04:F5,SnowShoreNetworks
00:04:F7,OmegaBand
00:04:F8,QUALICABLETVIndustriaEComa
00:04:F9,XteraCommunications
00:04:FA,NBSTechnologies
00:04:FB,Commtech
00:04:FC,StratusTechnologies
00:04:FD,JapanControlEngineeringCo
00:04:FE,PelagoNetworks
00:04:FF,AcronetCo
00:05:00,CiscoSystems
00:05:01,CiscoSystems
00:05:02,Apple(PCIbusMacs)
00:05:04,NarayInformation&CommunicationEnterprise
00:05:05,SystemsIntegrationSolutions
00:05:06,ReddoNetworksAB
00:05:07,FineApplianceCorp
00:05:08,Inetcam
00:05:09,AVOCNishimura
00:05:0A,ICSSpa
00:05:0B,SICOMSystems
00:05:0C,NetworkPhotonics
00:05:0D,MidstreamTechnologies
00:05:0E,3ware
00:05:0F,TanakaS/S
00:05:10,InfiniteShanghaiCommunicationTerminals
00:05:11,ComplementaryTechnologies
00:05:12,ZebraTechnologies
00:05:13,VTLinxMultimediaSystems
00:05:14,KDTSystemsCo
00:05:15,NuarkCo
00:05:16,SMARTModularTechnologies
00:05:17,Shellcomm
00:05:18,JupitersTechnology
00:05:19,SiemensBuildingTechnologiesAG
00:05:1A,3ComEurope
00:05:1B,MagicControlTechnologyCorporation
00:05:1C,XnetTechnologyCorp
00:05:1D,Airocon
00:05:1E,BrocadeCommunicationsSystemsLLC
00:05:1F,TaijinMediaCo
00:05:20,Smartronix
00:05:21,ControlMicrosystems
00:05:22,LEA*DCorporation
00:05:23,AVLListGmbH
00:05:24,BTLSystem(HK)Limited
00:05:25,PuretekIndustrialCo
00:05:26,IPASGmbH
00:05:27,SJTekCo
00:05:28,NewFocus
00:05:29,ShanghaiBroadanCommunicationTechnologyCo
00:05:2A,IkegamiTsushinkiCo
00:05:2B,HORIBA
00:05:2C,SupremeMagicCorporation
00:05:2D,ZoltrixInternationalLimited
00:05:2E,CintaNetworks
00:05:2F,LevitonNetworkSolutions
00:05:30,AndiamoSystems
00:05:31,CiscoSystems
00:05:32,CiscoSystems
00:05:33,BrocadeCommunicationsSystemsLLC
00:05:34,NorthstarEngineering
00:05:35,ChipPC
00:05:36,DanamCommunications
00:05:37,NetsTechnologyCo
00:05:38,Merilus
00:05:39,ABrandNewWorldinSwedenAB
00:05:3A,WillowglenServicesPte
00:05:3B,HarbourNetworksCoBeijing
00:05:3D,AgereSystems
00:05:3E,KIDSystemeGmbH
00:05:3F,VisionTek
00:05:40,FASTCorporation
00:05:41,AdvancedSystemsCo
00:05:42,Otari
00:05:43,IQWirelessGmbH
00:05:44,ValleyTechnologies
00:05:45,InternetPhotonics
00:05:46,KDDINetwork&Solultions
00:05:47,StarentNetworks
00:05:48,DiscoCorporation
00:05:49,SaliraOpticalNetworkSystems
00:05:4A,ArioDataNetworks
00:05:4B,EatonAutomationAG
00:05:4C,RFInnovationsPty
00:05:4D,BransTechnologies
00:05:4F,GarminInternational
00:05:50,VcommsConnectLimited
00:05:51,F&SElektronikSystemeGmbH
00:05:52,XycotecComputerGmbH
00:05:53,DVCCompany
00:05:54,RangestarWireless
00:05:55,JapanCashMachineCo
00:05:56,360Systems
00:05:57,AgileTVCorporation
00:05:58,Synchronous
00:05:59,IntracomSA
00:05:5A,PowerDsine
00:05:5B,CharlesIndustries
00:05:5C,KowaCompany
00:05:5D,D-LinkSystems
00:05:5E,CiscoSystems
00:05:5F,CiscoSystems
00:05:60,LeaderCommCo
00:05:61,nacImageTechnology
00:05:62,DigitalViewLimited
00:05:63,J-Works
00:05:64,TsinghuaBitwayCo
00:05:65,TailynCommunicationCompany
00:05:66,SecuicomCorporation
00:05:67,EtymonicDesign
00:05:68,PiltofishNetworksAB
00:05:69,VMware
00:05:6A,HeuftSystemtechnikGmbH
00:05:6B,CPTechnologyCo
00:05:6C,HungChangCo
00:05:6D,PacificCorporation
00:05:6E,NationalEnhanceTechnology
00:05:6F,InnomediaTechnologiesPvt
00:05:70,Baydel
00:05:71,SeiwaElectronicsCo
00:05:72,DeonetCo
00:05:73,CiscoSystems
00:05:74,CiscoSystems
00:05:75,CDS-ElectronicsBV
00:05:76,NSMTechnology
00:05:77,SMInformation&Communication
00:05:79,UniversalControlSolutionCorp
00:05:7A,OvertureNetworks
00:05:7B,ChungNamElectronicCo
00:05:7C,RCOSecurityAB
00:05:7D,SunCommunications
00:05:7E,EckelmannSteuerungstechnikGmbH
00:05:7F,AcqisTechnology
00:05:80,FibroLAN
00:05:82,ClearCubeTechnology
00:05:83,ImageComLimited
00:05:84,AbsoluteValueSystems
00:05:85,JuniperNetworks
00:05:86,LucentTechnologies
00:05:87,Locusorporated
00:05:88,SensoriaCorp
00:05:89,NationalDatacomputer
00:05:8A,NetcomCo
00:05:8B,IPmental
00:05:8C,Opentech
00:05:8D,LynxPhotonicNetworks
00:05:8E,FlextronicsInternationalGmbH&CoNfgKG
00:05:8F,CLCsoftco
00:05:90,Swissvoice
00:05:91,ActiveSilicon
00:05:92,PultekCorp
00:05:93,GrammarEngine
00:05:94,HMSIndustrialNetworks
00:05:95,AlesisCorporation
00:05:96,GenotechCo
00:05:97,EagleTrafficControlSystems
00:05:98,CRONOSSrl
00:05:99,DRSTestandEnergyManagementorDRS-TEM
00:05:9A,CiscoSystems
00:05:9B,CiscoSystems
00:05:9C,KleinknechtGmbHIngBüro
00:05:9D,DanielComputingSystems
00:05:9E,ZinwellCorporation
00:05:9F,YottaNetworks
00:05:A0,MOBILINEKft
00:05:A2,CELOXNetworks
00:05:A3,QEI
00:05:A4,LucidVoice
00:05:A6,ExtronElectronics
00:05:A7,HYPERCHIP
00:05:A8,WyleElectronics
00:05:A9,PrincetonNetworks
00:05:AA,MooreIndustriesInternational
00:05:AB,CyberFone
00:05:AC,NorthernDigital
00:05:AD,TopspinCommunications
00:05:AE,MediaportUSA
00:05:AF,InnoScanComputingA/S
00:05:B0,KoreaComputerTechnologyCo
00:05:B1,ASBTechnologyBV
00:05:B2,MedisonCo
00:05:B3,Asahi-EngineeringCo
00:05:B4,AceexCorporation
00:05:B5,BroadcomTechnologies
00:05:B6,INSYSMicroelectronicsGmbH
00:05:B7,ArborTechnologyCorp
00:05:B8,ElectronicDesignAssociates
00:05:B9,Airvana
00:05:BA,AreaNetwoeks
00:05:BB,MyspaceAB
00:05:BC,ResourceDataManagement
00:05:BD,RoaxBv
00:05:BE,KongsbergSeatexAS
00:05:BF,JustEzyTechnology
00:05:C0,DigitalNetworkAlacarteCo
00:05:C1,A-KyungMotion
00:05:C2,Soronti
00:05:C3,PacificInstruments
00:05:C4,Telect
00:05:C5,FlagaHF
00:05:C6,TrizCommunications
00:05:C7,I/F-ComA/S
00:05:C9,LGInnotek
00:05:CA,HitronTechnology
00:05:CB,ROISTechnologies
00:05:CC,SumtelCommunications
00:05:CD,D&MHoldings
00:05:CE,ProlinkMicrosystemsCorporation
00:05:CF,ThunderRiverTechnologies
00:05:D0,SolinetSystems
00:05:D1,MetavectorTechnologies
00:05:D2,DAPTechnologies
00:05:D3,eProductionSolutions
00:05:D4,FutureSmartNetworks
00:05:D5,SpeedcomWireless
00:05:D6,L-3Linkabit
00:05:D7,VistaImaging
00:05:D8,Arescom
00:05:D9,TechnoValley
00:05:DA,ApexAutomationstechnik
00:05:DB,PSINentecGmbH
00:05:DC,CiscoSystems
00:05:DD,CiscoSystems
00:05:DE,GiFoneKorea
00:05:DF,ElectronicInnovation
00:05:E0,EmpirixCorp
00:05:E1,TrellisPhotonics
00:05:E2,CreativNetworkTechnologies
00:05:E3,LightSandCommunications
00:05:E4,RedLionControls
00:05:E5,RenishawPLC
00:05:E6,Egenera
00:05:E7,NetrakeanAudioCodesCompany
00:05:E8,TurboWave
00:05:E9,UnicessNetwork
00:05:EB,BlueRidgeNetworks
00:05:EC,MosaicSystems
00:05:ED,TechnikumJoanneumGmbH
00:05:EE,VanderbiltInternational(SWE)AB
00:05:EF,ADOIRDigitalTechnology
00:05:F1,Vrcom
00:05:F2,PowerR
00:05:F4,SystemBaseCo
00:05:F5,GeospaceTechnologies
00:05:F6,YoungChangCo
00:05:F7,AnalogDevices
00:05:F8,RealTimeAccess
00:05:F9,TOACorporation
00:05:FA,IPOptical
00:05:FB,ShareGate
00:05:FC,SchenckPegasusCorp
00:05:FD,PacketLightNetworks
00:05:FE,TraficonNV
00:05:FF,SNSSolutions
00:06:00,ToshibaTeliCorporation
00:06:01,OtanikeikiCo
00:06:02,CirkitechElectronicsCo
00:06:03,BakerHughes
00:06:04,@TrackCommunications
00:06:05,InncomInternational
00:06:06,RapidWAN
00:06:07,OmniDirectionalControlTechnology
00:06:08,At-SkySAS
00:06:09,CrossportSystems
00:06:0A,Blue2space
00:06:0B,ArtesynEmbeddedTechnologies
00:06:0C,MelcoIndustries
00:06:0D,Wave7Optics
00:06:0E,IGYSSystems
00:06:0F,NaradNetworks
00:06:10,AbeonaNetworks
00:06:11,ZeusWireless
00:06:12,Accusys
00:06:13,KawasakiMicroelectronicsorporated
00:06:14,PrismHoldings
00:06:15,KimotoElectricCo
00:06:16,TelNetCo
00:06:17,Redswitch
00:06:18,DigiPowerManufacturing
00:06:19,ConnectionTechnologySystems
00:06:1A,Zetari
00:06:1B,NotebookDevelopmentLabLenovoJapan
00:06:1C,HoshinoMetalIndustries
00:06:1D,MIPTelecom
00:06:1E,MaxanSystems
00:06:1F,VisionComponentsGmbH
00:06:20,SerialSystem
00:06:21,HinoxCo
00:06:22,ChungFuChenYehEnterpriseCorp
00:06:23,MGEUPSSystemsFrance
00:06:24,GentnerCommunicationsCorp
00:06:25,TheLinksysGroup
00:06:26,MWEGmbH
00:06:27,UniwideTechnologies
00:06:28,CiscoSystems
00:06:29,IBMRISC6000system
00:06:2A,CiscoSystems
00:06:2B,IntraserverTechnology
00:06:2C,BivioNetworks
00:06:2D,TouchStarTechnologiesLLC
00:06:2E,AristosLogicCorp
00:06:2F,PivotechSystems
00:06:30,AdtranzSweden
00:06:31,Calix
00:06:32,MescoEngineeringGmbH
00:06:33,CrossMatchTechnologiesGmbH
00:06:34,GTEAirfone
00:06:35,PacketAirNetworks
00:06:36,JedaiBroadbandNetworks
00:06:37,Toptrend-MetaInformation(ShenZhen)
00:06:38,SungjinC&CCo
00:06:3A,DuraMicro
00:06:3B,ArcturusNetworks
00:06:3C,IntrinsycSoftwareInternational
00:06:3D,MicrowaveDataSystems
00:06:3E,Opthos
00:06:3F,EverexCommunications
00:06:40,WhiteRockNetworks
00:06:42,GenetelSystems
00:06:43,SONOComputerCo
00:06:44,NextGenBusinessSolutions
00:06:45,MeiseiElectricCo
00:06:46,ShenZhenXunBaoNetworkTechnologyCo
00:06:47,EtraliSA
00:06:48,Seedsware
00:06:49,3MDeutschlandGmbH
00:06:4A,HoneywellCo(KOREA)
00:06:4B,AlexonCo
00:06:4C,InvictaNetworks
00:06:4E,BroadNetTechnology
00:06:4F,PRO-NETSTechnologyCorporation
00:06:50,TiburonNetworks
00:06:51,AspenNetworks
00:06:52,CiscoSystems
00:06:53,CiscoSystems
00:06:54,WinpresaBuildingAutomationTechnologiesGmbH
00:06:55,Yipee
00:06:56,TactelAB
00:06:57,MarketCentral
00:06:58,HelmutFischerGmbHInstitutfürElektronikundMesstechnik
00:06:59,EAL(Apeldoorn)BV
00:06:5A,StrixSystems
00:06:5B,Dell
00:06:5C,MalachiteTechnologies
00:06:5D,HeidelbergWebSystems
00:06:5E,Photuris
00:06:5F,ECITelecom
00:06:60,NADEXCo
00:06:61,NIAHomeTechnologiesCorp
00:06:62,MBMTechnology
00:06:63,HumanTechnologyCo
00:06:64,FostexCorporation
00:06:65,SunnyGiken
00:06:66,RovingNetworks
00:06:67,TrippLite
00:06:68,ViconIndustries
00:06:69,DatasoundLaboratories
00:06:6A,InfiniConSystems
00:06:6B,SysmexCorporation
00:06:6C,RobinsonCorporation
00:06:6D,CompuprintSPA
00:06:6E,DeltaElectronics
00:06:6F,KoreaDataSystems
00:06:70,UpponettiOy
00:06:71,SoftingAG
00:06:73,TKHSecuritySolutionsUSA
00:06:74,SpectrumControl
00:06:75,Banderacom
00:06:76,NovraTechnologies
00:06:77,SickAg
00:06:78,D&MHoldings
00:06:79,KonamiCorporation
00:06:7A,JMPSystems
00:06:7B,ToplinkC&CCorporation
00:06:7C,CiscoSystems
00:06:7D,Takasago
00:06:7E,WinComSystems
00:06:7F,Digeo
00:06:80,CardAccess
00:06:81,GoepelElectronicGmbH
00:06:83,BravaraCommunications
00:06:84,BiacoreAB
00:06:85,NetNearUCorporation
00:06:86,ZARDCOMCo
00:06:87,OmnitronSystemsTechnology
00:06:88,TelwaysCommunicationCo
00:06:89,yLezTechnologiesPte
00:06:8A,NeuronNetCoR&DCenter
00:06:8B,AirRunnerTechnologies
00:06:8D,SEPATON
00:06:8E,HIDCorporation
00:06:8F,Telemonitor
00:06:90,EuracomCommunicationGmbH
00:06:91,PTInovacao
00:06:92,IntruvertNetworks
00:06:93,FlexusComputerTechnology
00:06:94,MobillianCorporation
00:06:95,EnsureTechnologies
00:06:96,AdventNetworks
00:06:97,R&DCenter
00:06:98,egniteGmbH
00:06:99,VidaDesignCo
00:06:9A,e&Tel
00:06:9B,AVTAudioVideoTechnologiesGmbH
00:06:9C,TransmodeSystemsAB
00:06:9D,Petards
00:06:9E,UNIQA
00:06:9F,KuokoaNetworks
00:06:A0,MxImaging
00:06:A1,CelsianTechnologies
00:06:A2,Microtune
00:06:A3,BitranCorporation
00:06:A4,INNOWELLCorp
00:06:A5,PINONCorp
00:06:A6,ArtisticLicenceEngineering
00:06:A7,Primarion
00:06:A8,KCTechnology
00:06:A9,UniversalInstrumentsCorp
00:06:AA,VTMiltope
00:06:AB,W-LinkSystems
00:06:AC,IntersoftCo
00:06:AD,KBElectronics
00:06:AE,HimachalFuturisticCommunications
00:06:AF,XaltedNetworks
00:06:B0,ComtechEFDataCorp
00:06:B1,Sonicwall
00:06:B2,LinxtekCo
00:06:B3,DiagraphCorporation
00:06:B4,VorneIndustries
00:06:B5,SourcePhotonics
00:06:B6,Nir-OrIsrael
00:06:B7,TELEMGmbH
00:06:B8,BandspeedPty
00:06:B9,A5TEKCorp
00:06:BA,WestwaveCommunications
00:06:BB,ATITechnologies
00:06:BC,Macrolink
00:06:BD,BNTECHNOLOGYCo
00:06:BE,BaumerOptronicGmbH
00:06:BF,AccellaTechnologiesCo
00:06:C0,UnitedInternetworks
00:06:C1,CiscoSystems
00:06:C2,SmartmaticCorporation
00:06:C3,SchindlerElevator
00:06:C4,Piolink
00:06:C5,INNOVITechnologiesLimited
00:06:C6,lesswireAG
00:06:C7,RFNETTechnologiesPte(S)
00:06:C8,SumitomoMetalMicroDevices
00:06:C9,TechnicalMarketingResearch
00:06:CA,AmericanComputer&DigitalComponents(ACDC)
00:06:CB,JotronElectronicsA/S
00:06:CC,JMIElectronicsCo
00:06:CD,LeafImaging
00:06:CF,ThalesAvionicsIn-FlightSystemsLLC
00:06:D0,ElgarElectronicsCorp
00:06:D1,TahoeNetworks
00:06:D2,TundraSemiconductorCorp
00:06:D3,AlphaTelecomUSA
00:06:D4,InteractiveObjects
00:06:D5,DiamondSystemsCorp
00:06:D6,CiscoSystems
00:06:D7,CiscoSystems
00:06:D8,MapleOpticalSystems
00:06:D9,IPM-NetSpA
00:06:DA,ITRANCommunications
00:06:DB,ICHIPSCo
00:06:DC,SyabasTechnology(Amquest)
00:06:DD,AT&TLaboratories-Cambridge
00:06:DE,FlashTechnology
00:06:DF,AIDONICCorporation
00:06:E0,MATCo
00:06:E1,TechnoTradesa
00:06:E2,CeemaxTechnologyCo
00:06:E3,QuantitativeImagingCorporation
00:06:E4,CitelTechnologies
00:06:E5,FujianNewlandComputerCo
